Unique_ID,Contract ID,Plan ID,Organization Type,Plan Type,Offers Part D,SNP Plan,EGHP,Organization Name,Organization Marketing Name,Plan Name,Parent Organization,Contract Effective Date,Date
S5660-222,S5660,222.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,MEDCO CONTAINMENT LIFE AND MEDCO CONTAINMENT NY,Express Scripts Medicare,Express Scripts Medicare - Saver (PDP),CIGNA,01/01/2006,2019-09-01
S5660-221,S5660,221.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,MEDCO CONTAINMENT LIFE AND MEDCO CONTAINMENT NY,Express Scripts Medicare,Express Scripts Medicare - Saver (PDP),CIGNA,01/01/2006,2019-09-01
S5660-220,S5660,220.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,MEDCO CONTAINMENT LIFE AND MEDCO CONTAINMENT NY,Express Scripts Medicare,Express Scripts Medicare - Saver (PDP),CIGNA,01/01/2006,2019-09-01
S5660-219,S5660,219.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,MEDCO CONTAINMENT LIFE AND MEDCO CONTAINMENT NY,Express Scripts Medicare,Express Scripts Medicare - Saver (PDP),CIGNA,01/01/2006,2019-09-01
S5660-218,S5660,218.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,MEDCO CONTAINMENT LIFE AND MEDCO CONTAINMENT NY,Express Scripts Medicare,Express Scripts Medicare - Saver (PDP),CIGNA,01/01/2006,2019-09-01
S5660-204,S5660,204.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,MEDCO CONTAINMENT LIFE AND MEDCO CONTAINMENT NY,Express Scripts Medicare,Express Scripts Medicare - Choice (PDP),CIGNA,01/01/2006,2019-09-01
S5660-217,S5660,217.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,MEDCO CONTAINMENT LIFE AND MEDCO CONTAINMENT NY,Express Scripts Medicare,Express Scripts Medicare - Choice (PDP),CIGNA,01/01/2006,2019-09-01
S5660-215,S5660,215.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,MEDCO CONTAINMENT LIFE AND MEDCO CONTAINMENT NY,Express Scripts Medicare,Express Scripts Medicare - Choice (PDP),CIGNA,01/01/2006,2019-09-01
S5660-214,S5660,214.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,MEDCO CONTAINMENT LIFE AND MEDCO CONTAINMENT NY,Express Scripts Medicare,Express Scripts Medicare - Choice (PDP),CIGNA,01/01/2006,2019-09-01
S5660-213,S5660,213.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,MEDCO CONTAINMENT LIFE AND MEDCO CONTAINMENT NY,Express Scripts Medicare,Express Scripts Medicare - Choice (PDP),CIGNA,01/01/2006,2019-09-01
S5660-212,S5660,212.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,MEDCO CONTAINMENT LIFE AND MEDCO CONTAINMENT NY,Express Scripts Medicare,Express Scripts Medicare - Choice (PDP),CIGNA,01/01/2006,2019-09-01
S5660-211,S5660,211.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,MEDCO CONTAINMENT LIFE AND MEDCO CONTAINMENT NY,Express Scripts Medicare,Express Scripts Medicare - Choice (PDP),CIGNA,01/01/2006,2019-09-01
S5660-210,S5660,210.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,MEDCO CONTAINMENT LIFE AND MEDCO CONTAINMENT NY,Express Scripts Medicare,Express Scripts Medicare - Choice (PDP),CIGNA,01/01/2006,2019-09-01
S5660-209,S5660,209.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,MEDCO CONTAINMENT LIFE AND MEDCO CONTAINMENT NY,Express Scripts Medicare,Express Scripts Medicare - Choice (PDP),CIGNA,01/01/2006,2019-09-01
S5660-208,S5660,208.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,MEDCO CONTAINMENT LIFE AND MEDCO CONTAINMENT NY,Express Scripts Medicare,Express Scripts Medicare - Choice (PDP),CIGNA,01/01/2006,2019-09-01
S5660-207,S5660,207.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,MEDCO CONTAINMENT LIFE AND MEDCO CONTAINMENT NY,Express Scripts Medicare,Express Scripts Medicare - Choice (PDP),CIGNA,01/01/2006,2019-09-01
S5660-216,S5660,216.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,MEDCO CONTAINMENT LIFE AND MEDCO CONTAINMENT NY,Express Scripts Medicare,Express Scripts Medicare - Choice (PDP),CIGNA,01/01/2006,2019-09-01
S5617-253,S5617,253.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,CIGNA HEALTH AND LIFE INSURANCE COMPANY,Cigna,Cigna-HealthSpring Rx Secure-Extra (PDP),CIGNA,01/01/2006,2019-09-01
S5820-36,S5820,36.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,AARP MedicareRx Preferred (PDP),"UnitedHealth Group, Inc.",01/01/2006,2019-09-01
S5820-38,S5820,38.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,AARP MedicareRx Preferred (PDP),"UnitedHealth Group, Inc.",01/01/2006,2019-09-01
S7126-7,S7126,7.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,OMAHA HEALTH INSURANCE COMPANY,Mutual of Omaha Rx,Mutual of Omaha Rx Plus (PDP),Mutual of Omaha Insurance Company,01/01/2019,2019-09-01
S7126-6,S7126,6.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,OMAHA HEALTH INSURANCE COMPANY,Mutual of Omaha Rx,Mutual of Omaha Rx Plus (PDP),Mutual of Omaha Insurance Company,01/01/2019,2019-09-01
S7126-5,S7126,5.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,OMAHA HEALTH INSURANCE COMPANY,Mutual of Omaha Rx,Mutual of Omaha Rx Plus (PDP),Mutual of Omaha Insurance Company,01/01/2019,2019-09-01
S7126-4,S7126,4.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,OMAHA HEALTH INSURANCE COMPANY,Mutual of Omaha Rx,Mutual of Omaha Rx Plus (PDP),Mutual of Omaha Insurance Company,01/01/2019,2019-09-01
S7126-3,S7126,3.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,OMAHA HEALTH INSURANCE COMPANY,Mutual of Omaha Rx,Mutual of Omaha Rx Plus (PDP),Mutual of Omaha Insurance Company,01/01/2019,2019-09-01
S7126-2,S7126,2.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,OMAHA HEALTH INSURANCE COMPANY,Mutual of Omaha Rx,Mutual of Omaha Rx Plus (PDP),Mutual of Omaha Insurance Company,01/01/2019,2019-09-01
S7126-1,S7126,1.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,OMAHA HEALTH INSURANCE COMPANY,Mutual of Omaha Rx,Mutual of Omaha Rx Plus (PDP),Mutual of Omaha Insurance Company,01/01/2019,2019-09-01
S6986-13,S6986,13.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,"MII LIFE INSURANCE, INCORPORATED","MII Life Insurance, Incorporated",Journey Rx Value (PDP),"Aware Integrated, Inc.",01/01/2017,2019-09-01
S6986-12,S6986,12.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,"MII LIFE INSURANCE, INCORPORATED","MII Life Insurance, Incorporated",Journey Rx Value (PDP),"Aware Integrated, Inc.",01/01/2017,2019-09-01
S6986-11,S6986,11.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,"MII LIFE INSURANCE, INCORPORATED","MII Life Insurance, Incorporated",Basic Blue Rx Value (PDP),"Aware Integrated, Inc.",01/01/2017,2019-09-01
S6986-10,S6986,10.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,"MII LIFE INSURANCE, INCORPORATED","MII Life Insurance, Incorporated",Basic Blue Rx Value (PDP),"Aware Integrated, Inc.",01/01/2017,2019-09-01
S6986-9,S6986,9.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,"MII LIFE INSURANCE, INCORPORATED","MII Life Insurance, Incorporated",Basic Blue Rx Value (PDP),"Aware Integrated, Inc.",01/01/2017,2019-09-01
S6986-8,S6986,8.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,"MII LIFE INSURANCE, INCORPORATED","MII Life Insurance, Incorporated",Journey Rx Value (PDP),"Aware Integrated, Inc.",01/01/2017,2019-09-01
S6986-7,S6986,7.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,"MII LIFE INSURANCE, INCORPORATED","MII Life Insurance, Incorporated",Journey Rx Standard (PDP),"Aware Integrated, Inc.",01/01/2017,2019-09-01
S6986-6,S6986,6.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,"MII LIFE INSURANCE, INCORPORATED","MII Life Insurance, Incorporated",Journey Rx Standard (PDP),"Aware Integrated, Inc.",01/01/2017,2019-09-01
S6986-4,S6986,4.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,"MII LIFE INSURANCE, INCORPORATED","MII Life Insurance, Incorporated",Basic Blue Rx Standard (PDP),"Aware Integrated, Inc.",01/01/2017,2019-09-01
S6986-3,S6986,3.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,"MII LIFE INSURANCE, INCORPORATED","MII Life Insurance, Incorporated",Basic Blue Rx Standard (PDP),"Aware Integrated, Inc.",01/01/2017,2019-09-01
S6986-2,S6986,2.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,"MII LIFE INSURANCE, INCORPORATED","MII Life Insurance, Incorporated",Basic Blue Rx Standard (PDP),"Aware Integrated, Inc.",01/01/2017,2019-09-01
S6986-1,S6986,1.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,"MII LIFE INSURANCE, INCORPORATED","MII Life Insurance, Incorporated",Journey Rx Standard (PDP),"Aware Integrated, Inc.",01/01/2017,2019-09-01
S7126-8,S7126,8.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,OMAHA HEALTH INSURANCE COMPANY,Mutual of Omaha Rx,Mutual of Omaha Rx Plus (PDP),Mutual of Omaha Insurance Company,01/01/2019,2019-09-01
S7126-9,S7126,9.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,OMAHA HEALTH INSURANCE COMPANY,Mutual of Omaha Rx,Mutual of Omaha Rx Plus (PDP),Mutual of Omaha Insurance Company,01/01/2019,2019-09-01
S7126-10,S7126,10.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,OMAHA HEALTH INSURANCE COMPANY,Mutual of Omaha Rx,Mutual of Omaha Rx Plus (PDP),Mutual of Omaha Insurance Company,01/01/2019,2019-09-01
S7126-11,S7126,11.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,OMAHA HEALTH INSURANCE COMPANY,Mutual of Omaha Rx,Mutual of Omaha Rx Plus (PDP),Mutual of Omaha Insurance Company,01/01/2019,2019-09-01
S7126-31,S7126,31.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,OMAHA HEALTH INSURANCE COMPANY,Mutual of Omaha Rx,Mutual of Omaha Rx Plus (PDP),Mutual of Omaha Insurance Company,01/01/2019,2019-09-01
S7126-30,S7126,30.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,OMAHA HEALTH INSURANCE COMPANY,Mutual of Omaha Rx,Mutual of Omaha Rx Plus (PDP),Mutual of Omaha Insurance Company,01/01/2019,2019-09-01
S7126-29,S7126,29.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,OMAHA HEALTH INSURANCE COMPANY,Mutual of Omaha Rx,Mutual of Omaha Rx Plus (PDP),Mutual of Omaha Insurance Company,01/01/2019,2019-09-01
S7126-28,S7126,28.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,OMAHA HEALTH INSURANCE COMPANY,Mutual of Omaha Rx,Mutual of Omaha Rx Plus (PDP),Mutual of Omaha Insurance Company,01/01/2019,2019-09-01
S7126-27,S7126,27.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,OMAHA HEALTH INSURANCE COMPANY,Mutual of Omaha Rx,Mutual of Omaha Rx Plus (PDP),Mutual of Omaha Insurance Company,01/01/2019,2019-09-01
S7126-26,S7126,26.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,OMAHA HEALTH INSURANCE COMPANY,Mutual of Omaha Rx,Mutual of Omaha Rx Plus (PDP),Mutual of Omaha Insurance Company,01/01/2019,2019-09-01
S7126-25,S7126,25.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,OMAHA HEALTH INSURANCE COMPANY,Mutual of Omaha Rx,Mutual of Omaha Rx Plus (PDP),Mutual of Omaha Insurance Company,01/01/2019,2019-09-01
S7126-24,S7126,24.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,OMAHA HEALTH INSURANCE COMPANY,Mutual of Omaha Rx,Mutual of Omaha Rx Plus (PDP),Mutual of Omaha Insurance Company,01/01/2019,2019-09-01
S7126-23,S7126,23.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,OMAHA HEALTH INSURANCE COMPANY,Mutual of Omaha Rx,Mutual of Omaha Rx Plus (PDP),Mutual of Omaha Insurance Company,01/01/2019,2019-09-01
S6875-802,S6875,802.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,Yes,QCC INSURANCE COMPANY,Select Option,Select Option Rx Group Option I Non-CY (PDP),"Independence Health Group, Inc.",01/01/2006,2019-09-01
S7126-22,S7126,22.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,OMAHA HEALTH INSURANCE COMPANY,Mutual of Omaha Rx,Mutual of Omaha Rx Plus (PDP),Mutual of Omaha Insurance Company,01/01/2019,2019-09-01
S7126-20,S7126,20.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,OMAHA HEALTH INSURANCE COMPANY,Mutual of Omaha Rx,Mutual of Omaha Rx Plus (PDP),Mutual of Omaha Insurance Company,01/01/2019,2019-09-01
S7126-19,S7126,19.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,OMAHA HEALTH INSURANCE COMPANY,Mutual of Omaha Rx,Mutual of Omaha Rx Plus (PDP),Mutual of Omaha Insurance Company,01/01/2019,2019-09-01
S7126-18,S7126,18.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,OMAHA HEALTH INSURANCE COMPANY,Mutual of Omaha Rx,Mutual of Omaha Rx Plus (PDP),Mutual of Omaha Insurance Company,01/01/2019,2019-09-01
S7126-17,S7126,17.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,OMAHA HEALTH INSURANCE COMPANY,Mutual of Omaha Rx,Mutual of Omaha Rx Plus (PDP),Mutual of Omaha Insurance Company,01/01/2019,2019-09-01
S7126-16,S7126,16.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,OMAHA HEALTH INSURANCE COMPANY,Mutual of Omaha Rx,Mutual of Omaha Rx Plus (PDP),Mutual of Omaha Insurance Company,01/01/2019,2019-09-01
S7126-15,S7126,15.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,OMAHA HEALTH INSURANCE COMPANY,Mutual of Omaha Rx,Mutual of Omaha Rx Plus (PDP),Mutual of Omaha Insurance Company,01/01/2019,2019-09-01
S7126-14,S7126,14.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,OMAHA HEALTH INSURANCE COMPANY,Mutual of Omaha Rx,Mutual of Omaha Rx Plus (PDP),Mutual of Omaha Insurance Company,01/01/2019,2019-09-01
S7126-13,S7126,13.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,OMAHA HEALTH INSURANCE COMPANY,Mutual of Omaha Rx,Mutual of Omaha Rx Plus (PDP),Mutual of Omaha Insurance Company,01/01/2019,2019-09-01
S7126-12,S7126,12.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,OMAHA HEALTH INSURANCE COMPANY,Mutual of Omaha Rx,Mutual of Omaha Rx Plus (PDP),Mutual of Omaha Insurance Company,01/01/2019,2019-09-01
S7126-21,S7126,21.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,OMAHA HEALTH INSURANCE COMPANY,Mutual of Omaha Rx,Mutual of Omaha Rx Plus (PDP),Mutual of Omaha Insurance Company,01/01/2019,2019-09-01
S6875-801,S6875,801.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,Yes,QCC INSURANCE COMPANY,Select Option,Select Option Rx Group Option I CY (PDP),"Independence Health Group, Inc.",01/01/2006,2019-09-01
S6506-801,S6506,801.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,Yes,"BLUE CROSS AND BLUE SHIELD ARIZONA, INC.",Blue Cross Blue Shield of Arizona,Blue MedicareRx for Groups (PDP),Blue Cross Blue Shield of Arizona,01/01/2012,2019-09-01
S6506-3,S6506,3.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,"BLUE CROSS AND BLUE SHIELD ARIZONA, INC.",Blue Cross Blue Shield of Arizona,Blue MedicareRx Essential (PDP),Blue Cross Blue Shield of Arizona,01/01/2012,2019-09-01
S5921-414,S5921,414.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,UNITEDHEALTHCARE INS. CO. & UHC INS. CO. OF NY,UnitedHealthcare,AARP MedicareRx Walgreens (PDP),"UnitedHealth Group, Inc.",01/01/2006,2019-09-01
S5921-413,S5921,413.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,UNITEDHEALTHCARE INS. CO. & UHC INS. CO. OF NY,UnitedHealthcare,AARP MedicareRx Walgreens (PDP),"UnitedHealth Group, Inc.",01/01/2006,2019-09-01
S5921-412,S5921,412.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,UNITEDHEALTHCARE INS. CO. & UHC INS. CO. OF NY,UnitedHealthcare,AARP MedicareRx Walgreens (PDP),"UnitedHealth Group, Inc.",01/01/2006,2019-09-01
S5921-411,S5921,411.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,UNITEDHEALTHCARE INS. CO. & UHC INS. CO. OF NY,UnitedHealthcare,AARP MedicareRx Walgreens (PDP),"UnitedHealth Group, Inc.",01/01/2006,2019-09-01
S5921-410,S5921,410.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,UNITEDHEALTHCARE INS. CO. & UHC INS. CO. OF NY,UnitedHealthcare,AARP MedicareRx Walgreens (PDP),"UnitedHealth Group, Inc.",01/01/2006,2019-09-01
S5921-409,S5921,409.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,UNITEDHEALTHCARE INS. CO. & UHC INS. CO. OF NY,UnitedHealthcare,AARP MedicareRx Walgreens (PDP),"UnitedHealth Group, Inc.",01/01/2006,2019-09-01
S5921-408,S5921,408.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,UNITEDHEALTHCARE INS. CO. & UHC INS. CO. OF NY,UnitedHealthcare,AARP MedicareRx Walgreens (PDP),"UnitedHealth Group, Inc.",01/01/2006,2019-09-01
S5921-407,S5921,407.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,UNITEDHEALTHCARE INS. CO. & UHC INS. CO. OF NY,UnitedHealthcare,AARP MedicareRx Walgreens (PDP),"UnitedHealth Group, Inc.",01/01/2006,2019-09-01
S5921-406,S5921,406.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,UNITEDHEALTHCARE INS. CO. & UHC INS. CO. OF NY,UnitedHealthcare,AARP MedicareRx Walgreens (PDP),"UnitedHealth Group, Inc.",01/01/2006,2019-09-01
S5921-415,S5921,415.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,UNITEDHEALTHCARE INS. CO. & UHC INS. CO. OF NY,UnitedHealthcare,AARP MedicareRx Walgreens (PDP),"UnitedHealth Group, Inc.",01/01/2006,2019-09-01
S5921-405,S5921,405.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,UNITEDHEALTHCARE INS. CO. & UHC INS. CO. OF NY,UnitedHealthcare,AARP MedicareRx Walgreens (PDP),"UnitedHealth Group, Inc.",01/01/2006,2019-09-01
S5921-403,S5921,403.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,UNITEDHEALTHCARE INS. CO. & UHC INS. CO. OF NY,UnitedHealthcare,AARP MedicareRx Walgreens (PDP),"UnitedHealth Group, Inc.",01/01/2006,2019-09-01
S5921-402,S5921,402.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,UNITEDHEALTHCARE INS. CO. & UHC INS. CO. OF NY,UnitedHealthcare,AARP MedicareRx Walgreens (PDP),"UnitedHealth Group, Inc.",01/01/2006,2019-09-01
S5921-401,S5921,401.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,UNITEDHEALTHCARE INS. CO. & UHC INS. CO. OF NY,UnitedHealthcare,AARP MedicareRx Walgreens (PDP),"UnitedHealth Group, Inc.",01/01/2006,2019-09-01
S5921-400,S5921,400.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,UNITEDHEALTHCARE INS. CO. & UHC INS. CO. OF NY,UnitedHealthcare,AARP MedicareRx Walgreens (PDP),"UnitedHealth Group, Inc.",01/01/2006,2019-09-01
S5921-399,S5921,399.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,UNITEDHEALTHCARE INS. CO. & UHC INS. CO. OF NY,UnitedHealthcare,AARP MedicareRx Walgreens (PDP),"UnitedHealth Group, Inc.",01/01/2006,2019-09-01
S5921-398,S5921,398.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,UNITEDHEALTHCARE INS. CO. & UHC INS. CO. OF NY,UnitedHealthcare,AARP MedicareRx Walgreens (PDP),"UnitedHealth Group, Inc.",01/01/2006,2019-09-01
S5921-397,S5921,397.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,UNITEDHEALTHCARE INS. CO. & UHC INS. CO. OF NY,UnitedHealthcare,AARP MedicareRx Walgreens (PDP),"UnitedHealth Group, Inc.",01/01/2006,2019-09-01
S5921-396,S5921,396.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,UNITEDHEALTHCARE INS. CO. & UHC INS. CO. OF NY,UnitedHealthcare,AARP MedicareRx Walgreens (PDP),"UnitedHealth Group, Inc.",01/01/2006,2019-09-01
S5921-395,S5921,395.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,UNITEDHEALTHCARE INS. CO. & UHC INS. CO. OF NY,UnitedHealthcare,AARP MedicareRx Walgreens (PDP),"UnitedHealth Group, Inc.",01/01/2006,2019-09-01
S5921-404,S5921,404.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,UNITEDHEALTHCARE INS. CO. & UHC INS. CO. OF NY,UnitedHealthcare,AARP MedicareRx Walgreens (PDP),"UnitedHealth Group, Inc.",01/01/2006,2019-09-01
S7126-32,S7126,32.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,OMAHA HEALTH INSURANCE COMPANY,Mutual of Omaha Rx,Mutual of Omaha Rx Plus (PDP),Mutual of Omaha Insurance Company,01/01/2019,2019-09-01
S5921-802,S5921,802.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,Yes,UNITEDHEALTHCARE INS. CO. & UHC INS. CO. OF NY,UnitedHealthcare,UnitedHealthcare MedicareRx for Groups (PDP),"UnitedHealth Group, Inc.",01/01/2006,2019-09-01
S5953-1,S5953,1.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,BLUECROSS AND BLUESHIELD OF SOUTH CAROLINA,Blue Cross Blue Shield of South Carolina,BlueCross Rx Value (PDP),BlueCross BlueShield of South Carolina (BCBSSC),01/01/2006,2019-09-01
